population,gdp,coal_consumption,oil_consumption,gas_consumption,fossil_fuel_consumption,solar_consumption,wind_consumption,hydro_consumption,renewables_consumption,electricity_generation,hydro_share_energy
,,,,,,,,,,368.65,
,,,,,,,,,,397.19,
,,,,,,,,,,422.82,
,,,,,,,,,,447.15,
,,,,,,,,,,484.94,
,,,,,,,,,,510.68,
,,,,,,,,,,534.67,
,,,,,,,,,,564.01,
,,,,,,,,,,590.18,
,,,,,,,,,,611.17,
,,,,,,,,,,672.26,
,,,,,,,,,,707.33,
,,,,,,,,,,761.3,
,,,,,,,,,,805.44,
,,,,,,,,,,849.73,
,,,,,,,,,,888.28,
,,,,,,,,,,959.65,
,,,,,,,,,,1005.47,
,,,,,,,,,,1064.06,
,,,,,,,,,,1117.11,
,,,,,,,,,,1104.82,
,,,,,,,,,,1154.08,
,,,,,,,,,,1225.2,
5854246.0,,12.4,75.787,23.695,111.881,3.425,42.009,0.043,76.325,33.06,0.023
5882259.0,,11.995,78.894,16.986,107.875,5.056,49.54,0.038,81.522,34.42,0.02
324130.0,1035609024.0,,,,,,,,,,
341325.0,1066395008.0,,,,,,,,,,
355119.0,1083308032.0,,,,,,,,,,
367734.0,1096310016.0,,,,,,,,,,
382169.0,1104000000.0,,,,,,,,,,
400717.0,1100160000.0,,,,,,,,,,
424292.0,1088971008.0,,,,,,,,,,
452286.0,1092029952.0,,,,,,,,,,
482344.0,1105884032.0,,,,,,,,,,
521114.0,1076711936.0,,,,,,,,,,
577183.0,1151692032.0,,,,,,,,,,
628528.0,1111365120.0,,,,,,,,,,
623208.0,1171473792.0,,,,,,,,,,
611239.0,1223278976.0,,,,,,,,,,
623482.0,1189922944.0,,,,,,,,,,
629628.0,1251123072.0,,,,,,,,,,
644659.0,1182573440.0,,,,,,,,,,
667793.0,1231663872.0,,,,,,,,,,
694931.0,1226205312.0,,,,,,,,,,
719381.0,1247108096.0,,,,,,,,,,
742046.0,1258388224.0,,,,,,,,,0.18,
765496.0,1279069440.0,,,,,,,,,0.18,
789140.0,1306309888.0,,,,,,,,,0.19,
806412.0,1344454912.0,,,,,,,,,0.19,
818380.0,1377810048.0,,,,,,,,,0.2,
830863.0,1416452224.0,,,,,,,,,0.24,
846957.0,1590366848.0,,,,,,,,,0.26,
865202.0,1662836608.0,,,,,,,,,0.3,
882893.0,1746582400.0,,,,,,,,,0.32,
901106.0,1828090880.0,,,,,,,,,0.33,
919206.0,1885010176.0,,,,,,,,,0.36,
936819.0,1960630016.0,,,,,,,,,0.36,
954311.0,2054195968.0,,,,,,,,,0.37,
971761.0,2157408000.0,,,,,,,,,0.41,
989091.0,2286629888.0,,,,,,,,,0.09,
1006266.0,2435148032.0,,,,,,,,,0.17,
1023269.0,2595207936.0,,,,,,,,,0.08,
1040242.0,2741553152.0,,,,,,,,,0.06,
1057204.0,2913438464.0,,,,,,,,,0.05,
1073999.0,,,,,,,,,,0.06,
1090162.0,,,,,,,,,,0.05,
1105562.0,,,,,,,,,,0.06,
73000.0,164206000.0,,,,,,,,,,
72949.0,184926000.0,,,,,,,,,,
72650.0,191808000.0,,,,,,,,,,
72290.0,195656000.0,,,,,,,,,,
71957.0,207348000.0,,,,,,,,,,
71613.0,209656000.0,,,,,,,,,,
71233.0,223704000.0,,,,,,,,,,
70824.0,242640000.0,,,,,,,,,,
70408.0,261776992.0,,,,,,,,,,
69996.0,263694000.0,,,,,,,,,,
69501.0,275729984.0,,,,,,,,,,
69170.0,285879712.0,,,,,,,,,,
69135.0,299018304.0,,,,,,,,,,
69196.0,303787200.0,,,,,,,,,,
69219.0,316614944.0,,,,,,,,,,
69224.0,327078080.0,,,,,,,,,,
69182.0,347533760.0,,,,,,,,,,
69096.0,361956544.0,,,,,,,,,,
68957.0,382388800.0,,,,,,,,,,
68713.0,390881664.0,,,,,,,,,,
68365.0,404483808.0,,,,,,,,,0.07,
68171.0,411786944.0,,,,,,,,,0.08,
68281.0,415538976.0,,,,,,,,,0.07,
68457.0,455180800.0,,,,,,,,,0.08,
68591.0,475394400.0,,,,,,,,,0.07,
68686.0,482222496.0,,,,,,,,,0.08,
68761.0,513632256.0,,,,,,,,,0.08,
68789.0,554311680.0,,,,,,,,,0.08,
68794.0,617146560.0,,,,,,,,,0.08,
68805.0,621365632.0,,,,,,,,,0.08,
68775.0,640098880.0,,,,,,,,,0.09,
68758.0,652912000.0,,,,,,,,,0.1,
68908.0,644078976.0,,,,,,,,,0.1,
68839.0,667585024.0,,,,,,,,,0.1,
69388.0,694011008.0,,,,,,,,,0.1,
70027.0,689606016.0,,,,,,,,,0.1,
70098.0,706700032.0,,,,,,,,,0.11,
70422.0,653398976.0,,,,,,,,,0.08,
70840.0,667810432.0,,,,,,,,,0.06,
71446.0,,,,,,,,,,0.09,
72011.0,,,,,,,,,,0.16,
72435.0,,,,,,,,,,0.17,
5755808.0,21539809280.0,,,,,,,,,,
5885248.0,22427979776.0,,,,,,,,,,
6014975.0,22837393408.0,,,,,,,,,,
6147216.0,23843930112.0,,,,,,,,,,
6282107.0,23906859008.0,,,,,,,,,,
6417803.0,23302486016.0,,,,,,,,,,
6554326.0,23995594752.0,,,,,,,,,,
6692727.0,25809188864.0,,,,,,,,,,
6834210.0,25978978304.0,,,,,,,,,,
6980041.0,29288298496.0,,,,,,,,,,
7129004.0,27899936768.0,,,,,,,,,,
7278410.0,28624482304.0,,,,,,,,,,
7427347.0,30699632640.0,,,,,,,,,,
7576083.0,33455892480.0,,,,,,,,,,
7723940.0,34777866240.0,,,,,,,,,,
7869754.0,37276688384.0,,,,,,,,,,
8012315.0,40578793472.0,,,,,,,,,,
8150078.0,44531093504.0,,,,,,,,,,
8282125.0,48409989120.0,,,,,,,,,,
8411380.0,52484542464.0,,,,,,,,,,
8540790.0,56344829952.0,,,,,,,,,8.09,
8669038.0,58288340992.0,,,,,,,,,9.77,
8795104.0,62670835712.0,,,,,,,,,11.85,
8919857.0,63562706944.0,,,,,,,,,12.57,
9043135.0,65495216128.0,,,,,,,,,11.18,
9164770.0,72784388096.0,,,,,,,,,12.05,
9284169.0,81940078592.0,,,,,,,,,13.11,
9402209.0,90411704320.0,,,,,,,,,13.68,
9522954.0,94906286080.0,,,,,,,,,11.72,
9648061.0,97411112960.0,,,,,,,,,11.59,
9775756.0,107260354560.0,,,,,,,,,13.98,
9903743.0,112432726016.0,,,,,,,,,14.92,
10030885.0,115425804288.0,,,,,,,,,15.79,
10157054.0,120732909568.0,,,,,,,,,16.73,
10282116.0,129713741824.0,,,,,,,,,16.27,
10405832.0,138611523584.0,,,,,,,,,16.91,
10527589.0,147459375104.0,,,,,,,,,18.67,
10647247.0,154422411264.0,,,,,,,,,19.01,
10765532.0,165255135232.0,,,,,,,,,19.63,
10881886.0,,,,,,,,,,19.27,
10999668.0,,,,,,,,,,16.64,
11117873.0,,,,,,,,,,17.59,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
926725.0,,,,,,,,,,0.06,
945993.0,,,,,,,,,,0.07,
969318.0,,,,,,,,,,0.07,
994573.0,,,,,,,,,,0.07,
1019369.0,,,,,,,,,,0.09,
1043085.0,,,,,,,,,,0.11,
1065543.0,,,,,,,,,,0.13,
1088492.0,,,,,,,,,,0.14,
1112985.0,,,,,,,,,,0.14,
1137683.0,,,,,,,,,,0.13,
1161558.0,,,,,,,,,,0.29,
1184842.0,,,,,,,,,,0.35,
1205822.0,,,,,,,,,,0.35,
1224568.0,,,,,,,,,,0.41,
1243238.0,,,,,,,,,,0.43,
1261850.0,,,,,,,,,,0.45,
1280442.0,,,,,,,,,,0.52,
1299998.0,,,,,,,,,,0.5,
1320944.0,,,,,,,,,,0.53,
,,21.081,70.226,,,,,17.882,17.882,,
,,24.53,73.556,0.009,98.096,,,21.194,21.194,,17.767
,,24.77,78.337,0.009,103.116,,,20.73,20.73,,16.739
,,26.106,80.841,0.009,106.956,,,21.284,21.284,,16.597
,,25.324,89.05,0.009,114.382,,,23.395,23.395,,16.981
,,28.673,92.744,0.009,121.426,,,33.532,33.532,,21.64
,,29.232,100.003,0.009,129.245,0.0,0.0,26.326,26.728,,16.879
,,27.273,101.559,0.009,128.842,0.0,0.0,32.205,32.611,,19.947
,,29.954,107.139,0.009,137.103,0.0,0.0,33.264,33.685,,19.477
,,27.58,107.919,0.009,135.509,0.0,0.0,42.189,42.623,,23.684
,,25.064,104.42,0.009,129.493,0.0,0.0,44.912,45.337,,25.689
,,33.091,105.905,0.009,139.006,0.0,0.0,49.511,49.977,,26.199
,,26.959,107.342,0.009,134.31,0.0,0.0,56.457,56.933,,29.521
,,26.371,105.904,0.009,132.283,0.0,0.0,53.932,54.427,,28.885
,,25.888,107.107,0.01,133.004,0.0,0.0,58.474,58.988,,30.457
,,26.92,110.473,0.01,137.404,0.0,0.0,53.458,53.991,,27.931
,,25.28,107.148,0.01,132.439,0.0,0.0,55.824,56.389,,29.563
,,24.41,102.134,0.01,126.554,0.0,0.0,57.882,58.504,,31.278
,,27.032,106.307,0.01,133.35,0.0,0.0,57.305,57.909,,29.962
,,25.466,105.324,0.004,130.793,0.0,0.0,55.849,56.462,,29.825
,,27.176,110.937,0.004,138.117,0.0,0.0,58.228,58.953,24.101,29.547
,,31.516,110.999,0.002,142.518,0.0,0.0,55.726,57.565,24.675,27.851
,,37.382,112.094,0.001,149.478,0.0,0.0,48.574,50.41,24.88,24.301
,,37.635,122.696,0.002,160.333,0.0,0.0,55.055,56.801,27.228,25.355
,,37.01,124.122,0.001,161.134,0.0,0.0,53.303,55.021,26.429,24.66
,,52.233,125.381,0.002,177.616,0.0,0.0,63.119,65.272,29.951,25.987
,,42.96,123.581,0.001,166.543,0.0,0.0,64.293,66.466,31.358,27.592
,,43.895,125.015,0.003,168.914,0.0,0.0,58.055,60.22,28.714,25.336
,,52.996,131.057,0.003,184.056,0.0,0.0,60.714,62.877,30.263,24.587
,,47.63,135.719,0.003,183.352,0.0,0.0,61.128,62.937,30.695,24.82
,,46.157,138.779,0.005,184.941,0.0,0.0,61.688,63.905,31.684,24.79
,,42.757,139.967,0.005,182.728,0.0,0.0,61.315,64.055,31.419,24.846
,,47.485,147.261,0.006,194.752,0.0,0.0,64.501,67.307,33.435,24.613
,,44.971,148.668,0.014,193.653,0.0,0.0,82.397,85.94,38.8,29.47
,,38.278,157.689,0.019,195.986,0.0,0.0,86.835,90.349,41.017,30.326
,,35.462,152.401,0.023,187.885,0.0,0.0,91.235,96.012,43.66,32.137
,,37.541,163.606,0.021,201.169,0.001,0.0,102.7,107.777,48.754,33.242
,,35.593,161.69,0.026,197.309,0.001,0.001,110.911,115.692,51.348,35.435
,,29.221,168.883,0.03,198.133,0.001,0.001,111.304,117.241,51.304,35.292
,,35.768,179.894,1.257,216.918,0.002,0.003,112.245,119.01,55.167,33.414
,,32.952,192.314,4.197,229.463,0.004,0.004,115.291,121.965,58.287,32.807
,,26.851,204.647,5.193,236.692,0.015,0.014,121.099,128.222,60.35,33.186
,,27.798,212.649,5.789,246.236,0.029,0.031,131.164,138.044,64.067,34.132
,,20.63,218.324,6.155,245.11,0.054,0.045,128.666,135.948,65.022,33.765
,,23.624,231.505,7.27,262.398,0.094,0.075,134.107,142.464,68.729,33.124
,,32.079,240.298,8.438,280.815,0.27,0.106,149.818,159.096,74.022,34.056
,,35.208,250.417,9.55,295.175,0.491,0.094,153.432,163.207,78.637,33.473
,,29.434,269.031,10.991,309.456,0.683,0.422,159.214,169.85,81.762,33.217
,,44.573,283.352,11.424,339.349,0.851,0.858,168.329,180.468,87.017,32.382
,,67.215,295.348,12.551,375.114,1.108,1.196,178.783,194.561,93.181,31.383
,,57.592,322.771,16.267,396.63,1.261,2.094,175.844,196.858,98.193,29.629
,,45.386,332.206,20.499,398.091,1.43,2.382,165.406,187.261,97.081,28.258
,,55.364,355.393,20.234,430.991,1.625,2.107,171.751,194.131,103.033,27.475
,,61.726,365.595,21.006,448.328,1.842,2.283,180.179,204.476,108.133,27.601
,,52.452,373.871,23.994,450.318,3.055,5.858,180.244,209.521,108.841,27.316
,,50.882,341.726,23.028,415.636,3.432,5.184,192.211,220.123,110.637,30.233
,,53.577,372.943,26.707,453.227,3.992,6.771,202.782,232.692,117.12,29.564
,,58.185,380.395,28.583,467.163,5.325,7.167,207.986,241.186,123.074,29.362
1451333.0,1537200000.0,,,,,,,,,,
1471280.0,1591820032.0,,,,,,,,,,
1492569.0,1647063040.0,,,,,,,,,,
1515235.0,1703229952.0,,,,,,,,,,
1538243.0,1763287040.0,,,,,,,,,,
1561601.0,1825565056.0,,,,,,,,,,
1585312.0,1888898944.0,,,,,,,,,,
1609383.0,1953288960.0,,,,,,,,,,
1633819.0,2040728960.0,,,,,,,,,,
1657178.0,2131177984.0,,,,,,,,,,
1679429.0,2229842944.0,,,,,,,,,,
1700537.0,2330220032.0,,,,,,,,,,
1720468.0,2434230016.0,,,,,,,,,,
1739186.0,2543633920.0,,,,,,,,,,
1758108.0,2617510912.0,,,,,,,,,,
1777234.0,2690539008.0,,,,,,,,,,
1796568.0,2740173056.0,,,,,,,,,,
1816111.0,2791854080.0,,,,,,,,,,
1834665.0,2842400000.0,,,,,,,,,,
1852686.0,2921777920.0,,,,,,,,,,
1870163.0,3007200000.0,,,,,,,,,,
1887084.0,3061280000.0,,,,,,,,,,
1903438.0,3119480064.0,,,,,,,,,,
1919212.0,3176385024.0,,,,,,,,,,
1935118.0,3235650048.0,,,,,,,,,,
1951155.0,3291725056.0,,,,,,,,,,
1967325.0,3355704064.0,,,,,,,,,,
1983629.0,3481056000.0,,,,,,,,,,
2000068.0,3617504000.0,,,,,,,,,,
2023061.0,3755744000.0,,,,,,,,,,
2052817.0,3827736064.0,,,,,,,,,,
2089550.0,3848355072.0,,,,,,,,,,
2133481.0,3874500096.0,,,,,,,,,,
2184834.0,3959549952.0,,,,,,,,,,
2237423.0,4044600064.0,,,,,,,,,,
2291278.0,4150439936.0,,,,,,,,,,
2346429.0,4291091968.0,,,,,,,,,,
2402908.0,4428246016.0,,,,,,,,,,
2460746.0,4587539968.0,,,,,,,,,,
2523924.0,4744403968.0,,,,,,,,,,
2592696.0,5055300096.0,,,,,,,,,,
2667325.0,5122656256.0,,,,,,,,,,
2748086.0,5294199808.0,,,,,,,,,,
2835263.0,5966019072.0,,,,,,,,,,
2925206.0,6047759872.0,,,,,,,,,,
3018002.0,6068142080.0,,,,,,,,,,
3113742.0,6792992768.0,,,,,,,,,,
3212519.0,7548455936.0,,,,,,,,,,
3314430.0,8580347904.0,,,,,,,,,,
3416527.0,8737760256.0,,,,,,,,,,
3518730.0,10008766464.0,,,,,,,,,,
3613182.0,10114922496.0,,,,,,,,,,
3710592.0,11363106816.0,,,,,,,,,,
3811223.0,11601652736.0,,,,,,,,,,
3915138.0,12537337856.0,,,,,,,,,,
4022386.0,12868194304.0,,,,,,,,,,
4133246.0,13350172672.0,,,,,,,,,,
4248164.0,13948668928.0,,,,,,,,,,
4367095.0,14357383168.0,,,,,,,,,,
4490254.0,15122957312.0,,,,,,,,,,
4618160.0,16113823744.0,,,,,,,,,,
4751510.0,16516333568.0,,,,,,,,,,
4890435.0,17397223424.0,,,,,,,,,,
5034337.0,17832787968.0,,,,,,,,,,
5183287.0,19090890752.0,,,,,,,,,,
5337356.0,20931717120.0,,7.921,,,,,0.736,0.736,,
5495765.0,21480730624.0,,8.27,,,,,0.843,0.843,,
5658454.0,22615181312.0,,8.931,,,,,0.928,0.928,,
5825663.0,23865288704.0,,10.672,,,,,0.97,0.97,,
5997045.0,25174071296.0,,11.293,,,,,1.076,1.076,,
6172219.0,26934480896.0,,12.878,0.698,,,,1.198,1.198,,
6350954.0,28491929600.0,,14.232,0.698,,,,1.301,1.301,,
6533633.0,30239823872.0,,14.632,1.012,,,,1.316,1.316,,
6720451.0,34007408640.0,,16.284,0.581,,,,1.286,1.286,,
6911130.0,35996917760.0,,18.546,1.163,,,,1.478,1.478,,
7105791.0,37890543616.0,,18.148,1.454,,,,1.857,1.857,,
7304352.0,41566183424.0,,20.51,1.326,,,,1.789,1.789,,
7506669.0,44204552192.0,,25.594,0.849,,,,1.65,1.65,,
7712722.0,47288274944.0,,26.173,0.872,,,,2.339,2.339,,
7922496.0,49857552384.0,,27.874,0.628,,,,2.097,2.097,,
8135850.0,52132724736.0,,35.751,0.488,,,,2.578,2.578,,
8352607.0,54252142592.0,,39.961,0.791,,,,2.303,2.303,,
8572618.0,54863245312.0,,43.642,1.023,,,,2.647,2.647,,
8795879.0,53726523392.0,,39.982,1.268,,,,5.089,5.089,,
9022978.0,55920451584.0,,40.185,1.826,,,,9.56,9.56,,
9254308.0,58293686272.0,,49.412,1.861,,,,9.696,9.696,4.558,
9490096.0,60010586112.0,,50.193,1.849,,,,11.863,11.863,5.012,
9729380.0,56249614336.0,,50.631,1.721,,,,13.513,13.513,5.384,
9969790.0,62261231616.0,,59.789,2.012,,,,14.27,14.27,5.641,
10210190.0,62369320960.0,,62.205,1.593,,,,14.649,14.649,5.769,
10449845.0,64188502016.0,0.003,63.617,2.617,66.237,0.0,0.0,14.746,14.746,6.349,18.208
10686277.0,67933605888.0,0.006,71.213,3.21,74.429,0.0,0.0,15.009,15.009,6.974,16.782
10914222.0,70873808896.0,0.005,71.046,3.222,74.273,0.0,0.0,14.707,14.707,7.196,16.528
11132833.0,72804343808.0,0.001,71.34,3.71,75.051,0.0,0.0,17.181,17.181,7.411,18.628
11347655.0,76428115968.0,0.004,77.556,3.349,80.909,0.0,0.0,19.413,19.413,8.144,19.351
11561683.0,78692040704.0,0.004,76.321,3.233,79.559,0.0,0.0,15.26,15.26,8.429,16.094
11775223.0,80612106240.0,0.005,85.72,3.431,89.156,0.0,0.0,18.757,18.757,9.679,17.382
11987840.0,84682932224.0,0.006,97.765,3.128,100.9,0.0,0.0,19.321,19.321,10.362,16.072
12199692.0,88055963648.0,0.009,98.41,3.187,101.606,0.0,0.0,19.238,19.238,10.89,15.92
12412056.0,84464762880.0,0.012,85.997,3.001,89.009,0.0,0.0,21.222,21.222,10.308,19.252
12626511.0,85978873856.0,0.016,78.338,3.268,81.622,0.0,0.0,22.506,22.506,10.35,21.614
12845523.0,90060685312.0,0.021,81.364,3.326,84.711,0.0,0.0,20.772,20.772,10.74,19.692
13070617.0,94405017600.0,0.022,80.801,1.324,82.147,0.0,0.0,21.962,21.962,11.55,21.095
13301188.0,97644568576.0,0.882,82.591,2.311,85.783,0.0,0.0,20.824,20.824,11.22,19.533
13534598.0,106398015488.0,0.021,87.288,5.379,92.688,0.0,0.0,21.358,21.368,13.09,18.726
13770015.0,112806723584.0,0.025,95.141,5.523,100.689,0.0,0.0,19.708,20.036,12.16,16.325
14009064.0,118595035136.0,0.063,100.837,6.034,106.935,0.0,0.0,20.286,20.751,13.52,15.888
14251838.0,122035339264.0,0.025,102.503,5.468,107.996,0.0,0.003,25.555,26.256,16.59,19.035
14496800.0,130681241600.0,0.29,105.6,4.988,110.878,0.0,0.008,31.735,32.408,18.26,22.148
14742768.0,132343726080.0,0.069,107.393,5.879,113.341,0.0,0.009,25.764,26.464,17.93,18.428
14989581.0,137955147776.0,0.116,124.127,6.189,130.432,0.0,0.01,23.971,24.762,18.77,15.446
15237734.0,149848326144.0,0.109,127.295,5.608,133.012,0.0,0.009,30.712,31.632,19.88,18.654
15483884.0,158295818240.0,0.131,131.774,7.49,139.394,0.001,0.007,33.555,34.54,22.11,19.292
15722988.0,166128254976.0,0.146,139.626,8.512,148.284,0.01,0.155,30.085,31.225,22.44,16.76
15957995.0,172762087424.0,0.139,147.068,8.726,155.932,0.045,0.216,31.041,32.631,23.45,16.462
16195904.0,173044858880.0,0.15,142.66,8.21,151.02,0.097,0.266,35.268,37.026,25.08,18.755
16439588.0,169282355200.0,0.088,134.041,8.863,142.992,0.104,0.225,42.388,44.412,27.14,22.618
16696947.0,173290962944.0,0.095,130.874,8.232,139.201,0.1,0.195,53.462,55.456,27.84,27.465
17015672.0,175524675584.0,0.324,141.7,7.275,149.299,0.101,0.212,54.708,56.593,29.03,26.571
17343742.0,,0.1,137.313,6.496,143.908,0.1,0.225,64.953,66.999,32.29,30.797
17588596.0,,0.281,110.832,5.518,116.631,0.099,0.202,63.906,65.846,31.28,35.022
17797736.0,,0.55,137.173,5.82,143.543,0.096,0.162,66.92,68.669,32.34,31.535
18001002.0,,0.8,146.51,5.497,152.808,0.1,0.158,64.227,65.909,33.12,29.365
9940289.0,,,,,,,,,,,
10077437.0,,,,,,,,,,,
10215268.0,,,,,,,,,,,
10353774.0,,,,,,,,,,,
10494157.0,,,,,,,,,,,
10636440.0,,,,,,,,,,,
10780650.0,,,,,,,,,,,
10926812.0,,,,,,,,,,,
11074954.0,,,,,,,,,,,
11219744.0,,,,,,,,,,,
11361079.0,,,,,,,,,,,
11498855.0,,,,,,,,,,,
11632963.0,,,,,,,,,,,
11763295.0,20329056256.0,,,,,,,,,,
11895084.0,,,,,,,,,,,
12028348.0,,,,,,,,,,,
12163101.0,,,,,,,,,,,
12299362.0,,,,,,,,,,,
12443062.0,,,,,,,,,,,
12587076.0,,,,,,,,,,,
12731391.0,,,,,,,,,,,
12875995.0,,,,,,,,,,,
13020877.0,,,,,,,,,,,
13166025.0,,,,,,,,,,,
13312790.0,,,,,,,,,,,
13461191.0,,,,,,,,,,,
13611246.0,,,,,,,,,,,
13762974.0,,,,,,,,,,,
13916394.0,,,,,,,,,,,
14078659.0,,,,,,,,,,,
14249967.0,,,,,,,,,,,
14430516.0,,,,,,,,,,,
14620510.0,,,,,,,,,,,
14820156.0,,,,,,,,,,,
15022528.0,,,,,,,,,,,
15227663.0,,,,,,,,,,,
15435599.0,,,,,,,,,,,
15646375.0,,,,,,,,,,,
15860029.0,,,,,,,,,,,
16118395.0,,,,,,,,,,,
16423191.0,,,,,,,,,,,
16776186.0,,,,,,,,,,,
17179205.0,,,,,,,,,,,
17634128.0,,,,,,,,,,,
18101098.0,,,,,,,,,,,
18580434.0,,,,,,,,,,,
19072463.0,,,,,,,,,,,
19577521.0,,,,,,,,,,,
20095954.0,,,,,,,,,,,
20620147.0,,,,,,,,,,,
21150060.0,30757265408.0,,,,,,,,,,
21606364.0,31319511040.0,,,,,,,,,,
22108170.0,31890448384.0,,,,,,,,,,
22659266.0,32425277440.0,,,,,,,,,,
23241220.0,33014046720.0,,,,,,,,,,
23841704.0,33660147712.0,,,,,,,,,,
24453502.0,35246452736.0,,,,,,,,,,
25078382.0,36864356352.0,,,,,,,,,,
25700976.0,38667513856.0,,,,,,,,,,
26345770.0,40509591552.0,,,,,,,,,,
27034500.0,42417643520.0,,,,,,,,,,
27747872.0,45220061184.0,,,,,,,,,,
28485028.0,48232706048.0,,,,,,,,,,
29245942.0,51444887552.0,,,,,,,,,,
30026652.0,54901977088.0,,,,,,,,,,
30818472.0,58532794368.0,4.687,81.394,0.472,86.552,,,5.123,5.123,,5.588
31613136.0,58874122240.0,3.187,87.34,0.539,91.066,,,5.397,5.397,,5.595
32408416.0,58134978560.0,4.908,71.323,0.539,76.769,,,5.815,5.815,,7.042
33204632.0,59081302016.0,5.106,74.6,0.539,80.244,,,8.873,8.873,,9.957
33995960.0,63097380864.0,5.513,55.379,0.683,61.575,,,11.801,11.801,,16.082
34781992.0,67114479616.0,5.082,71.666,0.818,77.566,,,13.865,13.865,,15.165
35555972.0,69906251776.0,4.171,74.078,0.818,79.067,,,14.924,14.924,,15.878
36330772.0,71250780160.0,3.691,84.652,0.683,89.026,,,15.264,15.264,,14.636
37120780.0,73196093440.0,3.215,79.572,0.549,83.335,,,15.237,15.237,,15.458
37930376.0,76018040832.0,5.613,87.76,0.577,93.951,,,18.086,18.086,,16.143
38775584.0,83697410048.0,6.708,97.013,0.481,104.203,,,20.086,20.086,,16.161
39649056.0,96606691328.0,6.562,114.739,3.658,124.958,,,23.666,23.666,,15.924
40577356.0,109254139904.0,7.484,122.636,4.427,134.547,,,26.724,26.724,,16.571
41576640.0,117620137984.0,7.169,126.698,7.122,140.99,,,29.364,29.364,,17.237
42632456.0,126908743680.0,7.952,138.939,10.78,157.672,,,28.41,28.41,,15.268
43748552.0,140607635456.0,6.402,155.293,20.983,182.677,,,28.985,28.985,,13.694
44899572.0,146244911104.0,8.251,179.159,23.485,210.895,,,30.2,30.2,,12.526
46088652.0,161850654720.0,8.527,203.749,25.699,237.975,,,31.024,31.024,,11.533
47353672.0,174291288064.0,8.088,223.574,30.126,261.788,,,29.024,29.024,,9.98
48676444.0,184976097280.0,8.201,241.743,38.692,288.637,,,28.475,28.475,,8.98
50035844.0,197156323328.0,8.66,245.688,47.451,301.799,,0.0,27.051,27.051,30.253,8.226
51424316.0,202297851904.0,8.707,246.41,54.67,309.786,,0.0,26.53,26.53,32.461,7.888
